input,target
-12.3,62.18856963665692
5.51,-8.811763311094511
7.93,65.19191585299815
-6.24,14.586742498866226
5.21,49.28887546079021
-11.44,40.31716055597892
8.02,68.62064253413536
0.47,53.313031704061586
-1.87,-40.86493126401479
-1.02,-60.64929466945557
8.69,57.4578839191617
7.5,68.37899929162953
5.29,-25.091969145035485
1.38,36.90653267635697
0.78,60.96002228561251
6.18,35.93842988857951
2.32,62.09305904292267
6.83,41.84905539682989
-3.1,-3.1282102042153603
-24.35,8.689379306401616
10.39,-51.506347535407755
21.87,31.055999523123585
4.41,37.0738529643634
-1.0,8.895134963359155
-1.36,-13.594870374277146
-1.19,-45.845253501099585
0.17,14.10006164654338
-11.22,50.105123242500746
-5.17,37.721870946914095
-9.97,54.87754246064398
2.49,31.446832463038604
-2.97,32.10206921699007
4.95,-8.213043616755535
-1.75,-21.541571379655075
9.86,33.43084157304654
2.14,22.2710781649177
21.91,6.6423160509067944
-18.96,-9.051700377028489
-6.47,16.575236310646673
9.01,68.53109522610175
25.28,34.39517736525559
-2.49,26.323167536961403
0.44,55.81115368451299
-2.26,10.05154380838616
13.31,54.66739138366997
-2.87,17.157885446646652
6.8,4.07045720972755
-3.2,36.01041137454119
-12.73,32.11154457188616
3.14,-3.4614240860471526
5.03,-3.1245181598032072
12.93,61.247893402817944
-1.1,-16.02182448187378
-6.17,-7.975214281064247
5.63,5.574567366918434
2.41,80.12569559920297
2.81,8.929254702785581
-0.73,-7.869523867612787
11.6,-27.75627214654562
3.69,4.6194718941906014
19.05,31.882688398300548
11.11,23.069454198166493
6.59,18.19172038031533
-16.27,17.753777161737318
6.02,-12.9748034886293
4.2,-41.16306105861444
8.11,15.035880432259745
10.44,-32.622729336101344
-4.01,37.93067997439574
8.24,52.49567261265137
-5.62,69.00671821012763
19.55,18.688996846216938
-13.32,-21.44084029841131
-17.61,35.652009970474026
-16.51,57.96259501069455
-8.91,-1.7164187319816202
-11.19,72.1953429570504
19.56,29.801199606839187
-3.26,51.832991104700426
-13.43,16.943731836336106
11.14,-18.892456048473125
-5.87,13.69662267838954
-12.37,25.91088521211164
8.76,15.904973929191868
6.23,69.49861278012064
-4.35,49.099103615532705
14.08,74.64017566908535
1.29,18.245469458285214
16.17,-39.35605221392416
5.03,12.635481840196793
15.59,38.07954119415272
1.09,29.342120890709364
-12.2,21.955993108223275
24.49,-12.4114536445839
-5.46,47.526113630367526
-1.99,19.930892479092634
-7.0,-37.10809126092307
-2.03,19.21962489487742
2.43,23.557742922954077
2.02,39.97419234144013
6.61,32.23135260076034
17.92,-38.08130848799486
-1.2,69.23280787799959
-12.33,87.8823591095038
-11.82,55.35885020851711
-6.66,22.357204427542264
-16.74,22.729545629652666
8.25,99.75942841229988
-4.98,50.91436353189668
-3.11,12.316584347688154
-0.02,53.080040665853346
-13.97,-7.284833494091018
-8.61,-12.250985374629526
6.75,32.096344250308846
6.19,1.4219596504879863
-4.43,59.70197089118407
18.11,12.164222831284896
-13.06,15.228334214968253
-3.45,56.6680161376071
-2.31,0.20033901918613992
-27.93,41.174123074731604
19.38,75.21045158413429
3.66,-30.752669873963768
-10.45,58.182297575999115
20.51,31.047522089161266
5.86,-21.8553388729774
4.3,29.936938929141625
-6.07,57.53301206109025
1.06,59.67684221152208
-15.26,-5.430485243674446
7.95,92.76951020635741
-3.74,5.201482165061286
1.34,53.021278521707245
12.02,14.822515585470313
2.85,65.02807937644761
2.62,-4.373019906438913
2.76,-44.991829297535794
-7.33,-2.427934289458592
8.36,48.60778049311044
15.43,31.209128761261223
7.59,25.953440957004652
8.85,35.99127753181569
-8.77,-42.633985787167035
-8.68,3.906838450535256
-14.41,21.058153403997984
12.32,0.04148368898298571
-2.54,-42.911665028685434
14.0,56.09352434869354
-7.82,-13.3423917349531
-4.38,46.35059812173593
0.95,79.8091728960759
9.21,20.560480126673085
0.61,84.08245753306468
2.11,59.482593803861675
0.17,-1.85993835345662
1.77,71.84684642003539
-11.16,51.11863188283872
0.81,34.86075881828935
-1.87,1.18506873598521
-0.57,6.261222513613939
4.92,-52.985046963204724
-6.81,-16.034865508287943
-0.85,28.01594764322107
-2.97,17.40206921699007
4.17,12.867421787967464
7.85,77.56975823583053
-9.55,70.29929863206095
5.86,-18.665338872977397
20.66,37.45836017076441
-14.71,-20.121248071154028
-8.3,-24.536240929566944
-8.81,-27.781703145659606
-2.79,12.305999248619104
16.23,-0.24872194542532444
0.13,33.64384134990069
-6.95,-22.543826908972232
6.22,-5.19586980352169
-6.0,41.102172695067246
11.23,1.5642390565369713
3.05,-27.82032841191067
13.89,37.10308799312732
-6.61,2.5786473992396637
30.31,-57.543338376186234
8.25,62.269428412299874
6.55,62.29163556236974
-0.51,-39.32940602992868
-7.26,-41.665925607889974
-8.68,20.736838450535256
-1.36,21.875129625722852
-7.97,-48.6749611604222
2.83,9.680537084697445
-8.26,12.839629707443397
6.21,18.659840198211477
9.56,-0.08171496303836179
-7.06,39.39915299431426
11.93,13.60444781003589
-2.38,-44.94728699848656
11.55,-1.7311889711341717
4.38,-42.420598121735935
11.22,9.154876757499256
-9.97,65.34754246064398
-1.07,1.0653846196222112
14.51,73.30462339324286
-6.18,73.71157011142049
-20.37,11.498655902693034
-19.43,-6.386057802576957
-25.06,-4.473348554433752
-21.14,2.322842535784114
-4.12,19.593079795146817
12.79,-9.16601237127453
-4.42,36.025519227202764
3.24,-13.316582109225816
-1.1,-43.91182448187378
0.09,29.401295750539333
-1.68,-26.17831766704132
-1.74,-21.284434954484382
4.61,-10.930266195277607
-11.76,0.31428859220037
10.1,14.035345208767096
9.2,27.888142380057552
-1.95,-21.953271307618014
8.05,60.405919986422184
-7.01,-60.9370257199666
-5.37,89.43936834711671
1.56,37.168222467013976
-1.9,-42.59215267446614
-4.49,49.40888622049232
-6.72,-20.823189612861405
-5.57,44.00450530750163
9.39,33.38051399019163
-19.43,-29.296057802576957
3.52,34.462050764393446
-2.36,-0.0645283559903711
7.28,58.92224354649389
5.15,2.3741174352045142
-27.83,21.049375532669867
5.85,39.207197455884284
3.24,45.17341789077419
0.22,41.42600350396651
-4.69,31.672356006063815
8.53,54.55214025277266
-4.13,23.79210689644535
18.35,-22.640591162833182
5.64,-5.952293528218338
21.38,19.201159535190506
-7.86,15.060552364459404
-17.56,50.90171313474706
7.15,43.79926831702304
8.53,64.69214025277266
0.35,16.008383127391266
-15.39,-6.745293424599476
-4.48,80.8301289883678
6.18,-20.73157011142049
-1.84,-34.31148138264967
-1.16,-14.932494817538888
-1.75,19.528428620344926
-9.34,20.747368485000997
-5.33,17.555558540723883
-14.27,-39.02131494108603
17.68,41.902393905695504
-4.75,55.608430063749026
4.78,-38.89031498960725
-10.22,43.227581879829046
7.95,138.3795102063574
-18.73,63.68777497232796
9.21,-10.739519873326913
-0.35,1.331616872608734
21.11,60.439840682349605
-13.07,-0.6595275166342578
0.76,75.61210407587181
3.67,47.23316429046485
12.33,14.307640890496195
-4.23,59.02962094454638
0.86,39.31419816830595
-21.42,23.46174028762773
-8.3,37.24375907043306
4.52,15.132717280708782
11.04,-38.169906880051066
-2.82,25.33962209137986
20.56,30.703085202567728
17.6,39.24024281349722
-0.61,19.18754246693532
-24.14,61.144571060991
-17.78,43.13810975123114
-7.78,-6.406570510153108
11.16,12.80136811716128
3.1,31.248210204215365
-20.94,37.70617839341441
-2.29,-24.62608258002221
16.13,22.006610632258017
-3.75,26.63262022164148
-7.5,6.731000708370463
20.55,2.504028616062847
0.53,69.16876690674783
-4.79,53.51818817628897
3.5,-17.798888444533404
0.17,44.45006164654338
-4.29,42.17942221934895
12.08,6.063675684769275
11.16,23.621368117161282
8.41,16.87558304441675
-1.03,-23.357619170252402
11.47,-9.571434171706818
-0.5,20.177521072571807
4.67,-35.75260251145914
10.34,-21.487287925384962
8.09,75.53443989001872
17.9,24.3587080943246
4.51,35.62253048493481
-16.84,41.8510187905448
-11.6,-16.933727853454386
13.5,60.16542500982444
-3.31,39.71217942134866
3.87,-26.20330054390664
-8.51,3.030971317789885
10.01,8.822273192045381
-3.85,43.8440666804876
14.58,38.84801033314613
-5.32,51.420934524693024
11.18,5.71722733437241
6.74,-10.016704456888327
-7.22,17.266901802453994
10.99,-19.6595261428288
-9.02,33.778652446950126
-8.22,-19.049673040438346
7.22,-5.716901802453997
-6.25,51.23196610470049
-5.94,65.27289493298439
-3.44,-24.223051471325185
-10.0,7.212643882125775
10.45,-7.932297575999124
6.09,-27.85557046026363
-0.69,22.82561594222998
-1.08,-20.419713109990898
4.5,-12.564668588785459
17.65,-5.112281403302094
8.71,-7.238782923449897
-5.08,27.352251581947577
7.77,95.54250624958831
-1.19,8.944746498900416
-1.99,-30.47910752090737
18.66,47.00310492210599
-4.19,102.79220485827555
-4.79,81.86818817628898
-19.52,-5.920687125458986
-14.02,-23.300885987815732
4.51,-10.54746951506519
-6.95,-29.113826908972232
5.15,-5.395882564795485
-11.15,22.847050805639142
-7.67,-27.83525350725437
6.75,40.64634425030884
14.61,31.803590582858572
5.92,-2.5752335796353005
11.98,58.363082387899354
17.05,5.084572872576109
10.4,29.55129269288756
-9.18,8.478602236889325
-1.05,0.513591619382483
6.3,-3.1871760352273313
-4.15,31.192502882801122
4.52,-17.23728271929122
-15.79,17.159314716252638
-8.29,-11.736432873880261
5.29,-4.711969145035482
-22.37,24.660534308358248
-11.08,77.12136710919772
-0.18,1.4395980105123618
-17.19,83.98993530488914
0.57,34.56877748638606
-8.0,-26.405426522013144
-2.92,-8.673400172866067
-2.59,-18.42335242146192
1.89,46.779311253371226
-5.64,66.52229352821834
0.9,4.93147074363824
-6.01,53.398899533396246
5.56,3.3658303227123545
16.94,-30.486611778671154
1.97,17.871809588837564
1.7,64.90577671880028
-11.64,-3.046930673926205
6.93,24.75075083687016
-7.58,-19.71238759748939
-8.09,-23.894439890018724
5.57,12.335494692498362
1.81,25.241572152580623
11.07,-6.0555663885166275
14.43,20.52161230315588
-5.4,41.02931687045761
1.28,68.43948373882137
17.6,-15.74975718650278
9.67,23.285462315738094
7.13,43.65981762411652
13.06,28.20166578503175
-6.05,30.797872543131458
6.37,14.464523337905042
14.09,-2.973920695780521
16.21,-26.206964276900397
-8.06,-10.625021715461795
-2.52,-63.0610848104845
3.83,20.513104545019594
-2.89,-21.932876993531153
-3.92,42.93546180628956
6.84,50.39878456825939
-3.53,16.01080365178443
-17.88,81.90135513727309
3.62,-20.43116040228445
-4.24,75.62975616175065
-7.32,-8.324015330916502
-15.66,16.57768114941486
10.14,20.958555643872067
-22.27,39.3751744754413
-16.99,14.007233964003312
-2.76,43.9918292975358
12.29,39.49759324405717
13.1,38.5041746633574
-11.55,43.70118897113418
-1.78,15.945003492354637
-15.1,40.21849547537035
10.11,12.128229106479893
-14.77,-29.74383317528084
-1.43,-8.788189090283922
10.33,15.569850277105457
-2.22,-25.93524690320064
14.7,21.125278349859492
-8.7,8.099438482493408
3.69,9.049471894190603
8.53,52.00214025277265
-1.4,27.71378323535197
13.86,-3.0340473761172078
5.48,-1.5569360210254786
-16.37,38.65909974093489
39.59,50.380799085478635
6.49,23.282977319878913
1.07,75.52461538037778
-13.99,5.299690471410967
0.82,31.879947806670316
-4.6,41.77757561082066
6.44,28.07326983706796
3.72,3.4259230643867427
18.53,46.50857766442553
1.42,-4.456121233022543
5.14,-44.533751057382176
3.72,46.59592306438674
-1.48,-3.7143657583980207
-1.83,6.718871049084424
11.01,19.52317348794954
7.8,4.615572033925446
-6.29,43.5021534777195
-11.13,21.78484307085422
-0.67,-13.420072604615072
11.61,17.878308104893016
-0.28,-18.89884728120547
17.46,8.039563564192939
-7.75,21.52473723710913
1.42,39.69387876697746
-25.16,7.138710431819405
-5.96,38.616451265197064
-3.09,41.33712206384469
5.11,-6.870654665220599
17.11,-44.83671283119744
0.35,62.318383127391265
14.54,54.55859864948651
6.62,-34.53028551273802
9.86,-19.369158426953458
-4.66,30.528154341828717
13.85,29.721029525381848
-10.73,57.29072888046921
4.95,-22.153043616755532
-9.52,50.02988523195401
-5.18,72.05575422256115
-14.61,-9.533590582858574
-5.16,25.085251506973826
3.51,17.16603196610497
-0.69,12.045615942229979
-13.48,21.792355323406117
14.71,31.421248071154032
3.37,9.523991085896565
10.08,-19.84472713993861
7.85,33.66975823583053
-6.65,37.001362468469594
-19.45,36.83722758993582
-9.15,-6.3956636404657985
12.25,-8.789140326924382
-10.54,23.919259320900895
8.16,11.932989814342513
-6.12,32.685091464062204
3.93,9.068442598857722
-18.24,47.211354175664724
11.67,-7.832503640454982
-0.4,16.01274055958616
8.86,41.51446226584515
1.9,90.21215267446615
7.98,58.93814074161579
-1.02,23.440705330544432
7.43,80.96947369553787
-15.1,6.568495475370346
-10.81,21.706328735373287
7.25,55.823966809850916
-0.39,16.834253338743576
-2.29,62.18391741997779
-1.8,5.117647258215046
5.02,-40.278318736361214
-5.93,12.609591731500778
5.1,15.752652189004163
-9.16,5.158303314390793
-4.07,10.910336856362441
9.85,22.63804673352867
10.71,8.465249109789973
-10.97,42.77002636980494
8.39,62.082343844019675
-10.39,51.616347535407755
7.33,85.89793428945859
-18.99,-8.129476451223024
-11.17,74.9372041219238
-5.09,67.61121724552102
-1.66,25.091268307545633
14.24,41.68887882890191
9.04,15.678276927354116
15.75,55.28825724207536
12.07,23.304762275294664
-2.83,-6.230537084697451
-2.66,32.112666419624475
10.69,26.542932610213782
0.4,51.60725944041384
-1.57,-21.609990329420956
-13.35,22.531423690272735
-1.06,-50.67684221152208
-27.91,26.842027141483666
-4.56,80.88654318414348
-9.8,29.327613442183814
6.93,43.380750836870156
-4.79,45.44818817628897
-3.29,14.699826801031712
13.47,30.670123138198985
-10.49,47.95434280854327
3.17,5.743692460550083
-18.95,53.831604365433726
0.9,6.081470743638242
4.1,37.16254811253549
8.6,28.25911148516046
-8.99,-1.456875422740051
3.2,4.47958862545881
3.18,4.728863912590324
-0.19,-36.930196296783265
1.5,62.733597091423654
4.64,-4.950122381791845
3.98,-27.939163737800378
-9.96,0.7159772274345144
-11.96,31.551610683165762
25.06,-6.216651445566246
19.2,52.80110532900681
-13.92,-57.18360957930157
4.5,-39.22466858878546
6.27,0.21785978342757417
7.51,69.65329086347096
1.4,53.80621676464804
-9.27,19.148098095899474
-1.82,-18.507828430853916
-4.91,70.7164211327191
1.34,25.671278521707244
-2.68,16.18607334147293
-1.32,-41.13581055360709
10.19,5.382736721437377
12.31,7.336070332902132
-11.81,63.79172922484939
-4.6,22.797575610820665
-7.91,-28.24215713878449
12.24,-9.748524151189814
-0.59,26.490988801160096
14.49,11.401123587605298
-4.78,74.98031498960725
0.26,33.84095683271073
-13.49,17.42724852935592
13.03,17.449517526689224
-3.63,32.23121125930618
-14.85,50.72637937494212
-5.92,15.815233579635297
-23.05,60.68969872250092
-0.32,2.945719901208408
1.12,8.633063486383403
2.88,5.167890164663877
14.98,47.283191234677155
-3.01,14.677997639419381
8.07,-13.938862032791043
3.12,35.01852475964593
-1.93,-25.31340009564734
-20.77,14.555450087685657
9.48,-0.07341630310777347
-5.04,109.71782015557457
0.18,-6.719598010512364
-12.7,32.96642273669176
2.83,10.750537084697449
1.08,45.8597131099909
0.29,3.721542865697483
-1.35,28.260437586286898
10.49,-7.264342808543267
9.66,55.20170305873606
7.26,48.055925607889975
33.21,16.98289977452894
-6.0,5.602172695067242
-3.8,28.301665673752925
-10.15,78.79069948780543
4.36,55.88419886500421
-6.87,0.5018021898952827
-26.98,-4.881824910888274
-12.13,52.49091571468778
0.72,13.251232495129926
10.1,1.555345208767096
-15.57,30.685456330524904
-6.12,34.20509146406221
-1.39,-14.382874851743935
-7.29,-33.916569055545125
5.31,-1.933806436077107
0.04,44.399674692692344
3.21,11.03520281330804
-7.25,0.8860331901490832
15.37,77.5427710253602
-0.0,24.79
12.94,52.49240295939124
-4.39,24.60867710948498
5.9,-8.2232382773222
-6.79,-8.024541878004854
-9.51,-2.4138729917117026
-7.04,-25.00157842558297
-0.46,-32.79041726244836
-2.19,-17.037397218986776
15.39,54.71529342459947
-11.49,63.81736176918893
-10.9,65.81080572584452
17.0,16.517376497673517
6.09,-11.465570460263628
-18.81,8.94614101387577
4.97,-22.503542097434867
2.37,14.466971016928099
-21.44,3.3881847915884675
-3.7,17.500002297709052
-0.17,38.89993835345662
7.31,22.337470992719577
9.54,30.573498625605325
0.96,89.72534283318045
10.33,-33.64014972289454
-1.46,-22.832985084055167
-8.57,-14.18996833410263
-9.34,-10.422631514999008
5.43,-3.7480545994962675
-19.58,16.92038520324432
6.78,25.397146104431435
-11.07,38.54556638851662
-3.59,43.482691923957894
5.05,-4.208234393395152
12.18,-18.343286538317287
-19.41,64.51734700502016
-8.06,-13.805021715461795
0.49,33.85408958922032
-5.96,22.136451265197064
8.62,36.370640184053556
-20.86,-25.559500128378055
3.62,48.69883959771555
4.26,-49.24186499539792
0.49,34.40408958922033
11.02,4.959097932932801
-12.3,-7.7314303633430725
11.09,11.96587128150606
-7.03,42.181208109583146
7.26,56.50592560788998
-3.24,31.436582109225817
8.14,41.86093243373236
7.8,50.77557203392545
-14.64,8.145265566141198
-1.54,-41.005537833467116
-0.92,4.734150588890834
-2.38,-4.627286998486563
-7.56,-27.211480634472718
18.51,-9.378586268033427
2.09,70.09054479509118
15.55,3.6478683832561885
-5.69,69.03965241704758
-10.62,48.23406224301172
1.32,46.705810553607094
-5.63,9.505432633081572
23.9,-35.993745193513945
2.45,47.041823415102364
11.53,-10.887119124375221
-2.24,1.0083642849251968
-3.26,47.01299110470043
-0.31,31.035711588474975
3.56,-4.162323915404714
8.5,116.12385693501645
-1.22,65.43746963226843
-6.81,20.825134491712056
-10.68,4.773858100831873
-0.77,-30.39212477813438
5.73,15.335296181952685
4.58,-23.393105817094142
-0.18,10.889598010512362
-6.0,-21.22782730493276
1.47,61.485192668216214
5.72,35.09659087505485
-0.37,-26.55927067493134
1.12,37.16306348638341
-1.51,-16.533650411175216
9.15,-32.4443363595342
-4.38,42.41059812173593
1.86,31.27337413390688
3.94,-32.15548985828111
7.26,30.745925607889973
14.96,46.204486338640656
6.75,43.58634425030884
5.99,20.435406353429485
-14.7,-17.515278349859493
6.06,-5.430779838289967
22.94,6.191220719122682
-8.3,-14.776240929566944
-10.2,71.57617797160304
-2.15,25.24458688064582
10.21,-18.59295806463476
5.25,-44.86750204951106
-4.77,53.879398796785075
-0.36,-10.644364114890243
10.37,11.365877362978761
6.73,50.32890151757124
24.29,-32.07733464006625
10.06,38.3126341544186
3.54,50.95749700277723
6.15,24.279846779998238
-3.49,49.212738975243035
-9.78,23.367855804606197
1.72,27.821137863143395
4.91,30.703578867280896
-13.95,0.6726720728122082
-5.22,43.854201988835186
-3.69,25.1805281058094
2.66,48.11733358037553
-2.6,0.4772081594453441
4.45,-24.106078348929486
0.98,37.610169800005096
10.6,-16.144650359190603
-17.11,39.13671283119743
16.57,-3.2346798274801873
14.18,30.422025545701544
0.5,21.542478927428192
6.5,73.36115963667837
6.07,5.966987938909757
-7.37,42.82294753809889
1.65,24.904383367844527
7.78,67.6565705101531
3.1,25.298210204215362
10.51,34.895584499980444
0.95,37.019172896075894
0.81,79.50075881828934
-7.68,-29.939551689182608
-3.65,37.76699278399882
-4.6,28.867575610820666
17.05,-10.415427127423891
2.41,36.28569559920297
-9.99,4.485901705735888
3.99,-49.181964011012525
-1.92,10.21081305259759
-30.54,55.00818091848418
4.8,-24.18302056949314
-15.53,1.9407259863452442
5.78,-11.767663388220411
-9.61,18.14702577172054
-14.58,-4.538010333146129
4.94,4.806648379489325
-14.94,-12.227483924658202
-4.47,49.028403768077794
2.04,51.28382385407808
6.12,-3.4850914640622044
7.45,31.884846862783597
-0.36,8.355635885109756
-8.32,7.322384468304366
19.24,25.48827284932981
-6.06,41.13077983828997
18.04,-8.641417802589231
-4.53,26.91410222019298
11.61,3.178308104893015
10.7,-48.16736799624073
-10.46,-0.18074139213382523
3.55,14.706980897778227
7.55,-0.12835587847479957
7.01,22.0870257199666
-1.99,19.03089247909263
3.02,36.69944427843421
-3.95,19.677237784638614
-11.72,40.98084393308204
9.84,-31.083489921147475
-5.6,18.213632455105806
13.8,49.62271791804519
6.02,26.5551965113707
-8.93,7.917494314384692
-1.61,-15.516564849852411
-2.86,5.5344792625941
-8.71,-1.0912170765500966
5.01,8.840787494730895
-4.79,76.13818817628898
16.32,19.55666193907676
8.61,45.98098537462952
-8.8,16.460025616801268
-0.19,26.819803703216735
-2.27,-21.44332605214223
-15.65,12.883110097408956
9.31,3.7730464450749537
9.5,-4.602109174085184
9.26,70.00301575280493
-4.57,72.97133405474187
10.69,-17.387067389786218
-2.1,-12.207885682790648
9.35,18.96860285688081
18.13,2.298952239866102
1.4,27.466216764648035
-14.19,22.88255791381096
-3.17,-6.753692460550084
6.41,49.21748936344028
12.2,19.984006891776726
-11.34,27.71872034644586
-1.91,-6.402107904345324
2.33,-6.395776182261997
4.35,-4.199103615532697
9.1,50.06250005165524
-9.48,2.8634163031077726
-4.23,47.95962094454639
10.08,-56.234727139938606
3.92,-24.515461806289565
4.48,-42.5501289883678
11.25,11.991856075906522
1.04,49.293328930921824
5.28,-13.557226126620709
-3.15,5.346421044698033
-13.45,-12.947911075962637
-12.95,22.38420071505442
0.74,12.39578130465842
-2.0,16.016428481816707
-6.55,25.738364437630256
3.18,39.23886391259032
-8.9,-2.5311361219654804
1.11,70.54880991324146
-0.2,34.16058541075063
-8.4,3.674733303307443
-22.98,74.97955408064585
14.57,47.19732306084419
3.17,25.37369246055008
-26.64,16.931543860981165
-4.26,91.24186499539792
3.94,-42.69548985828111
-2.28,23.06413840048188
5.8,-26.2803664721196
-9.73,45.285401257081055
1.75,41.20157137965508
-0.53,17.921233093252166
-1.83,-19.031128950915576
-2.21,0.8915824794742075
2.0,58.6235715181833
9.33,13.616401912117883
-5.3,55.80415698782899
-4.07,34.06033685636244
1.61,65.44656484985241
-1.2,25.732807877999598
3.86,1.6953126618003975
7.18,42.62095907206733
12.91,-17.03435149203417
-1.16,-26.32249481753889
-22.77,28.655103745335317
-0.7,-8.028639460749575
3.54,-23.592502997222773
-1.87,-34.744931264014795
